Subject,filepath,Date,Body,Source
T1553.005: Mark-of-the-Web Bypass,https://attack.mitre.org/techniques/T1553/005,,"Mark-of-the-Web Bypass. process executes file, process writes executable, process sends executable, process writes, process reads shared library, process sends shared library",MITRE-ATT&CK
T1600.002: Disable Crypto Hardware,https://attack.mitre.org/techniques/T1600/002,,"Disable Crypto Hardware. process writes hardware dedicated device encryption, process executes weaknesses in software encryption, process executes order, process reads , process sends , process writes the dedicated hardware, process writes example, process writes use of modify system image, process reads network data, process writes network data, process executes network data, process reads order, process writes order, process writes, process executes",MITRE-ATT&CK
T1542: Pre-OS Boot,https://attack.mitre.org/techniques/T1542,,"Pre-OS Boot. process executes pre - os boot mechanisms, process executes a way to establish persistence on a system, process writes persistence, process writes a system, process writes systems, process writes a layer below the operating system",MITRE-ATT&CK
T1612: Build Image on Host,https://attack.mitre.org/techniques/T1612,,"Build Image on Host. Adversaries may build a container image directly on a host to bypass defenses that monitor for the retrieval of malicious images from a public registry. A remote <code>build</code> request may be sent to the Docker API that includes a Dockerfile that pulls a vanilla base image, such as alpine, from a public or local registry and then builds a custom image upon it.(Citation: Docker Build Image)

An adversary may take advantage of that <code>build</code> API to build a custom image on the host tha",MITRE-ATT&CK
T1055.002: Portable Executable Injection,https://attack.mitre.org/techniques/T1055/002,,"Portable Executable Injection. process writes executable, process reads executable, process writes process memory, process reads process memory, process writes order, process reads order, process reads privileges, process executes privileges, process writes , process reads , process executes , process writes shared library, process reads shared library, process executes functionalities",MITRE-ATT&CK
T1218.012: Verclsid,https://attack.mitre.org/techniques/T1218/012,,"Verclsid. process executes verclsid.exe, process executes shared library, process executes linux systems adversaries, process executes trusted binaries",MITRE-ATT&CK
T1586: Compromise Accounts,https://attack.mitre.org/techniques/T1586,,"Compromise Accounts. process reads accounts, process writes accounts, process executes accounts, process writes , process reads existing accounts, process writes existing accounts, process executes existing accounts, process reads , process executes , process writes file, process executes email",MITRE-ATT&CK
T1569.001: Launchctl,https://attack.mitre.org/techniques/T1569/001,,"Launchctl. process executes launchctl, process executes service configuration, process writes service configuration, process writes, process executes one - time or temporary execution",MITRE-ATT&CK
T1584.005: Botnet,https://attack.mitre.org/techniques/T1584/005,,"Botnet. process reads numerous third - party systems, process writes numerous third - party systems, process executes numerous third - party systems, process reads , process writes , process executes , process reads party infrastructure, process writes party infrastructure, process executes party infrastructure, process reads buying, leasing, or renting infrastructure, process writes buying, process executes buying, process reads infrastructure, process writes infrastructure, process executes infrastructure, process reads numerous machines, process writes numerous machines, process executes numerous machines, process executes example, process executes infrastructure (, process executes certificate file, process writes information gathering, process reads infrastructure residing in close proximity to a target, process writes infrastructure residing in close proximity to a target, process executes infrastructure residing in close proximity to a target, process reads order, process writes order, process executes order, process reads the infrastructure of other adversaries, process writes the infrastructure of other adversaries, process executes the infrastructure of other adversaries",MITRE-ATT&CK
T1059.008: Network Device CLI,https://attack.mitre.org/techniques/T1059/008,,"Network Device CLI. process executes scripting, process executes network data, process writes device operations, process reads file, process writes , process writes security features, process executes command and script interpreters, process executes log file, process executes various ways, process executes a means of executing  commands, process writes victims, process sends victims, process writes file, process sends file",MITRE-ATT&CK
T1552.003: Shell History,https://attack.mitre.org/techniques/T1552/003,,"Shell History. process reads , process writes , process executes , process executes this",MITRE-ATT&CK
T1562.010: Downgrade Attack,https://attack.mitre.org/techniques/T1562/010,,"Downgrade Attack. process executes , process writes various operating system security mechanisms, process writes components of a victim environment, process writes order to hinder or disable defensive mechanisms, process writes, process writes process memory",MITRE-ATT&CK
T1559.003: XPC Services,https://attack.mitre.org/techniques/T1559/003,,"XPC Services. process executes service configuration, process executes client improper ation, process executes mechanisms, process executes ipc, process executes underlying ipc mechanisms",MITRE-ATT&CK
T1497: Virtualization/Sandbox Evasion,https://attack.mitre.org/techniques/T1497,,"Virtualization/Sandbox Evasion. Adversaries may employ various means to detect and avoid virtualization and analysis environments. This may include changing behaviors based on the results of checks for the presence of artifacts indicative of a virtual machine environment (VME) or sandbox. If the adversary detects a VME, they may alter their malware to disengage from the victim or conceal the core functions of the implant. They may also search for VME artifacts before dropping secondary or additional payloads. Adversaries may u",MITRE-ATT&CK
T1102: Web Service,https://attack.mitre.org/techniques/T1102,,"Web Service. process reads , process writes , process executes ",MITRE-ATT&CK
T1552.001: Credentials In Files,https://attack.mitre.org/techniques/T1552/001,,"Credentials In Files. process writes , process reads, process executes",MITRE-ATT&CK
T1568.003: DNS Calculation,https://attack.mitre.org/techniques/T1568/003,,DNS Calculation. process writes network connection,MITRE-ATT&CK
T1218.005: Mshta,https://attack.mitre.org/techniques/T1218/005,,"Mshta. process executes mshta.exe, process executes proxy execution, process executes a trusted windows utility, process executes initial compromise, process executes linux systems adversaries, process executes trusted binaries",MITRE-ATT&CK
T1547.015: Login Items,https://attack.mitre.org/techniques/T1547/015,,"Login Items. process reads privileges, process executes privileges, process writes them, process writes , process writes log file, process reads, process executes, process executes these",MITRE-ATT&CK
T1608: Stage Capabilities,https://attack.mitre.org/techniques/T1608,,"Stage Capabilities. process writes them, process writes infrastructure under their control, process writes infrastructure, process reads , process writes , process executes , process writes service configuration, process reads network data, process writes network data",MITRE-ATT&CK
T1608.005: Link Target,https://attack.mitre.org/techniques/T1608/005,,"Link Target. process reads credential file, process reads email, process executes the url schema, process writes them, process writes infrastructure under their control, process writes infrastructure, process reads, process writes, process executes, process writes service configuration, process reads network data, process writes network data",MITRE-ATT&CK
T1104: Multi-Stage Channels,https://attack.mitre.org/techniques/T1104,,"Multi-Stage Channels. process writes multiple stages, process reads network connection, process writes network connection, process reads basic host information , update tools, process reads ",MITRE-ATT&CK
T1657: Financial Theft,https://attack.mitre.org/techniques/T1657,,"Financial Theft. process reads monetary resources, process sends monetary resources, process reads targets, process sends targets, process reads extortion, process sends extortion, process reads network data, process executes network data, process reads accounts, process writes accounts, process executes accounts, process writes the potential, process writes incidents involving financial theft, process reads , process writes , process executes , process executes the potentially immense business impact of financial theft, process executes the possibility of financial theft",MITRE-ATT&CK
T1480: Execution Guardrails,https://attack.mitre.org/techniques/T1480,,"Execution Guardrails. process reads , process writes , process executes ",MITRE-ATT&CK
T1619: Cloud Storage Object Discovery,https://attack.mitre.org/techniques/T1619,,"Cloud Storage Object Discovery. process reads objects in cloud storage infrastructure, process reads objects stored within cloud storage",MITRE-ATT&CK
T1606.001: Web Cookies,https://attack.mitre.org/techniques/T1606/001,,"Web Cookies. process reads , process sends , process reads users",MITRE-ATT&CK
T1654: Log Enumeration,https://attack.mitre.org/techniques/T1654,,"Log Enumeration. process reads service configuration, process reads , process writes , process executes , process reads log file, process executes cloud environments, process executes utilities, process reads cloud hosted infrastructure",MITRE-ATT&CK
T1134.001: Token Impersonation/Theft,https://attack.mitre.org/techniques/T1134/001,,"Token Impersonation/Theft. process reads authentication token, process executes authentication token, process reads privileges and bypass access controls, process executes privileges and bypass access controls, process reads log file, process executes log file, process reads , process executes , process writes process memory, process writes authentication token, process writes a new one, process writes access, process writes, process sends authentication token, process reads their security context, process executes their security context, process reads the administrator level, process executes the administrator level, process reads the system level, process executes the system level",MITRE-ATT&CK
T1567.001: Exfiltration to Code Repository,https://attack.mitre.org/techniques/T1567/001,,"Exfiltration to Code Repository. process reads file, process sends file, process reads shared library, process sends shared library",MITRE-ATT&CK
T1021.007: Cloud Services,https://attack.mitre.org/techniques/T1021/007,,"Cloud Services. process reads , process writes , process executes , process executes a blend of protocols, including vnc, process executes applications, process reads versions of macos, process executes versions of macos, process reads an ssh session, process executes an ssh session, process reads ard an session, process executes ard an session",MITRE-ATT&CK
T1205.001: Port Knocking,https://attack.mitre.org/techniques/T1205/001,,"Port Knocking. process reads the packets, process reads question, process executes raw sockets",MITRE-ATT&CK
T1027.012: LNK Icon Smuggling,https://attack.mitre.org/techniques/T1027/012,,"LNK Icon Smuggling. process executes file, process writes malware, process sends malware, process reads, process reads its contents, process writes its contents, process reads the system, process writes the system, process reads order to avoid detection, process writes order to avoid detection, process writes, process executes command obfuscation",MITRE-ATT&CK
T1583.006: Web Services,https://attack.mitre.org/techniques/T1583/006,,"Web Services. process executes later stages, process writes",MITRE-ATT&CK
T1528: Steal Application Access Token,https://attack.mitre.org/techniques/T1528,,"Steal Application Access Token. process reads application access, process sends application access, process reads authentication token, process sends authentication token, process reads cloud and containerized environments, process sends cloud and containerized environments, process reads , process writes , process executes , process reads the container ’s, process sends the container ’s, process executes their privileges, process reads a resource, process writes a resource, process executes a resource, process reads managed attached an identity, process writes managed attached an identity, process executes managed attached an identity, process executes oauth authorization, process sends , process reads some cases, process sends some cases",MITRE-ATT&CK
T1598.002: Spearphishing Attachment,https://attack.mitre.org/techniques/T1598/002,,"Spearphishing Attachment. process reads information, process writes social engineering, process sends social engineering, process executes other cases, process executes techniques such as html smuggling, process reads credential file, process reads log file, process reads confidential information, process reads, process writes, process executes",MITRE-ATT&CK
T1098.001: Additional Cloud Credentials,https://attack.mitre.org/techniques/T1098/001,,"Additional Cloud Credentials. process reads , process writes , process executes , process writes command, process writes gcp, process reads their privileges, process executes their privileges, process reads the environment ( i.e. cloud accounts, process executes the environment ( i.e. cloud accounts, process writes temporary a set, process reads access to victim systems, process executes access to victim systems, process writes adversary access, process writes accounts",MITRE-ATT&CK
T1204: User Execution,https://attack.mitre.org/techniques/T1204,,"User Execution. process reads web session cookies, process sends web session cookies, process writes , process sends ",MITRE-ATT&CK
T1491.001: Internal Defacement,https://attack.mitre.org/techniques/T1491/001,,"Internal Defacement. process writes visual content, process writes false credit, process sends false credit",MITRE-ATT&CK
T1564.002: Hidden Users,https://attack.mitre.org/techniques/T1564/002,,"Hidden Users. process writes , process writes macos, process writes a user, process writes hidden user accounts, process executes these features, process writes computing regions",MITRE-ATT&CK
T1134.003: Make and Impersonate Token,https://attack.mitre.org/techniques/T1134/003,,"Make and Impersonate Token. process reads users, process executes users, process reads privileges and bypass access controls, process executes privileges and bypass access controls, process writes example, process writes log file, process writes authentication token, process reads , process sends , process writes access, process writes, process reads authentication token, process sends authentication token, process reads their security context, process executes their security context, process reads the administrator level, process executes the administrator level, process reads the system level, process executes the system level",MITRE-ATT&CK
T1552.006: Group Policy Preferences,https://attack.mitre.org/techniques/T1552/006,,"Group Policy Preferences. process writes credential file, process reads file, process reads, process writes, process executes",MITRE-ATT&CK
T1048.002: Exfiltration Over Asymmetric Encrypted Non-C2 Protocol,https://attack.mitre.org/techniques/T1048/002,,"Exfiltration Over Asymmetric Encrypted Non-C2 Protocol. process reads file, process sends file, process reads it, process sends it, process reads network data, process sends network data, process reads , process writes , process reads decrypt, process writes decrypt, process writes file, process reads authentication key file, process writes authentication key file, process reads different a protocol, process sends different a protocol, process reads these alternate channels, process writes these alternate channels, process reads a system, process sends a system",MITRE-ATT&CK
T1087.004: Cloud Account,https://attack.mitre.org/techniques/T1087/004,,"Cloud Account. process writes , process reads, process executes, process reads accounts",MITRE-ATT&CK
T1057: Process Discovery,https://attack.mitre.org/techniques/T1057,,"Process Discovery. process reads , process executes , process reads process memory, process reads /proc, process reads `",MITRE-ATT&CK
T1562.003: Impair Command History Logging,https://attack.mitre.org/techniques/T1562/003,,"Impair Command History Logging. process reads , process writes , process executes , process deletes file, process writes file, process executes this, process executes network data, process writes log file, process writes components of a victim environment, process writes order to hinder or disable defensive mechanisms, process writes process memory",MITRE-ATT&CK
T1556.008: Network Provider DLL,https://attack.mitre.org/techniques/T1556/008,,"Network Provider DLL. process reads credential file, process reads process memory, process writes process memory, process reads, process writes, process executes",MITRE-ATT&CK
T1546.003: Windows Management Instrumentation Event Subscription,https://attack.mitre.org/techniques/T1546/003,,"Windows Management Instrumentation Event Subscription. process writes persistence, process reads privileges, process executes privileges, process writes a  subscription, process executes these mechanisms, process executes a means, process writes event triggers, process executes these triggered execution mechanisms, process reads their privileges, process executes their privileges",MITRE-ATT&CK
T1596.004: CDNs,https://attack.mitre.org/techniques/T1596/004,,"CDNs. process reads information about content servers, process reads a cdn, process writes operational resources",MITRE-ATT&CK
T1497.002: User Activity Based Checks,https://attack.mitre.org/techniques/T1497/002,,"User Activity Based Checks. Adversaries may employ various user activity checks to detect and avoid virtualization and analysis environments. This may include changing behaviors based on the results of checks for the presence of artifacts indicative of a virtual machine environment (VME) or sandbox. If the adversary detects a VME, they may alter their malware to disengage from the victim or conceal the core functions of the implant. They may also search for VME artifacts before dropping secondary or additional payloads. Ad",MITRE-ATT&CK
T1496.004: Cloud Service Hijacking,https://attack.mitre.org/techniques/T1496/004,,"Cloud Service Hijacking. process executes , process reads applications, process writes applications, process executes applications, process executes example, process executes email, process executes order, process executes reverse proxies, process reads the power of cloud - hosted ai models, process writes the power of cloud - hosted ai models, process executes some cases, process executes service configuration, process executes the resources, process executes multiple types of resource hijacking",MITRE-ATT&CK
T1585.003: Cloud Accounts,https://attack.mitre.org/techniques/T1585/003,,"Cloud Accounts. process writes accounts, process executes service configuration, process writes cloud accounts, process writes email, process writes, process writes a persona, process executes email",MITRE-ATT&CK
T1072: Software Deployment Tools,https://attack.mitre.org/techniques/T1072,,Software Deployment Tools. process executes ,MITRE-ATT&CK
T1041: Exfiltration Over C2 Channel,https://attack.mitre.org/techniques/T1041,,"Exfiltration Over C2 Channel. process reads file, process sends file, process reads it, process sends it, process reads network connection, process sends network connection, process reads , process sends ",MITRE-ATT&CK
T1134.004: Parent PID Spoofing,https://attack.mitre.org/techniques/T1134/004,,"Parent PID Spoofing. process reads privileges, process executes privileges, process executes these mechanisms, process writes email, process sends email, process reads authentication token, process executes authentication token, process writes access, process writes, process sends authentication token, process reads their security context, process executes their security context, process reads the administrator level, process executes the administrator level, process reads the system level, process executes the system level, process writes authentication token",MITRE-ATT&CK
T1591: Gather Victim Org Information,https://attack.mitre.org/techniques/T1591,,Gather Victim Org Information. process writes operational resources,MITRE-ATT&CK
T1606: Forge Web Credentials,https://attack.mitre.org/techniques/T1606,,"Forge Web Credentials. process reads , process sends , process reads users",MITRE-ATT&CK
T1621: Multi-Factor Authentication Request Generation,https://attack.mitre.org/techniques/T1621,,"Multi-Factor Authentication Request Generation. process executes automatic the generation, process executes automatic push notification generation",MITRE-ATT&CK
T1554: Compromise Host Software Binary,https://attack.mitre.org/techniques/T1554,,"Compromise Host Software Binary. process writes host software binaries, process writes persistent access to systems, process writes persistence, process writes modifications to host software binaries, process executes this, process executes persistent access to the host, process writes executable, process writes order, process reads credential file, process reads process memory, process writes , process writes example",MITRE-ATT&CK
T1552.008: Chat Messages,https://attack.mitre.org/techniques/T1552/008,,"Chat Messages. process reads credential file, process reads integration tools like slack workflows, process writes integration tools like slack workflows, process executes integration tools like slack workflows, process executes , process reads, process writes",MITRE-ATT&CK
T1059.001: PowerShell,https://attack.mitre.org/techniques/T1059/001,,"PowerShell. process executes powershell commands and scripts, process executes execution, process executes command and script interpreters, process executes log file, process executes various ways, process executes a means of executing  commands, process writes victims, process sends victims, process writes file, process sends file",MITRE-ATT&CK
T1546.001: Change Default File Association,https://attack.mitre.org/techniques/T1546/001,,"Change Default File Association. process writes persistence, process writes file, process writes these values, process reads privileges, process executes privileges, process executes these mechanisms, process executes a means, process writes event triggers, process executes these triggered execution mechanisms, process reads their privileges, process executes their privileges",MITRE-ATT&CK
T1055.014: VDSO Hijacking,https://attack.mitre.org/techniques/T1055/014,,"VDSO Hijacking. process writes shared library, process reads shared library, process writes process memory, process reads process memory, process writes vdso hijacking, process reads vdso hijacking, process writes order, process reads order, process reads privileges, process executes privileges, process reads , process executes , process executes functionalities",MITRE-ATT&CK
T1071.002: File Transfer Protocols,https://attack.mitre.org/techniques/T1071/002,,File Transfer Protocols. process executes these protocols,MITRE-ATT&CK
T1679: Selective Exclusion,https://attack.mitre.org/techniques/T1679,,"Selective Exclusion. process writes , process writes the ransom notice, process sends the ransom notice",MITRE-ATT&CK
T1212: Exploitation for Credential Access,https://attack.mitre.org/techniques/T1212,,"Exploitation for Credential Access. process reads software vulnerabilities, process executes software vulnerabilities, process reads credential file, process executes credential file, process reads which, process reads file, process reads one of the parties, process executes one of the parties, process reads example, process executes example, process reads vulnerabilities, process executes vulnerabilities",MITRE-ATT&CK
T1546.014: Emond,https://attack.mitre.org/techniques/T1546/014,,"Emond. process reads privileges, process executes privileges, process executes service configuration, process reads administrator, process executes administrator, process writes persistence, process executes these mechanisms, process executes a means, process writes event triggers, process executes these triggered execution mechanisms, process reads their privileges, process executes their privileges",MITRE-ATT&CK
T1102.003: One-Way Communication,https://attack.mitre.org/techniques/T1102/003,,"One-Way Communication. process reads , process writes , process executes , process executes popular websites and social media",MITRE-ATT&CK
T1590: Gather Victim Network Information,https://attack.mitre.org/techniques/T1590,,Gather Victim Network Information. process writes operational resources,MITRE-ATT&CK
T1210: Exploitation of Remote Services,https://attack.mitre.org/techniques/T1210,,"Exploitation of Remote Services. process reads remote connection, process executes remote connection, process writes network data, process executes network data, process reads , process writes , process executes ",MITRE-ATT&CK
T1534: Internal Spearphishing,https://attack.mitre.org/techniques/T1534,,"Internal Spearphishing. process reads other users, process writes other users, process executes other users, process reads the same organization, process writes the same organization, process executes the same organization, process writes , process reads , process executes , process reads credential file, process writes credential file, process executes credential file, process executes example, process executes email, process writes executable, process sends executable, process reads input capture, process reads log file, process executes chat internal apps",MITRE-ATT&CK
T1574.010: Services File Permissions Weakness,https://attack.mitre.org/techniques/T1574/010,,"Services File Permissions Weakness. process reads service configuration, process writes service configuration, process reads the way operating systems run programs, process writes the way operating systems run programs, process reads privileges, process executes privileges, process reads the flow, process writes the flow, process reads",MITRE-ATT&CK
T1547.001: Registry Run Keys / Startup Folder,https://attack.mitre.org/techniques/T1547/001,,"Registry Run Keys / Startup Folder. process writes , process writes corresponding values, process writes either of two, process renames , process reads, process executes, process executes these, process reads privileges, process executes privileges",MITRE-ATT&CK
T1199: Trusted Relationship,https://attack.mitre.org/techniques/T1199,,"Trusted Relationship. process executes existing an connection, process reads , process writes , process executes , process reads a partner or reseller account, process writes a partner or reseller account, process executes a partner or reseller account, process executes existing delegated administrator relationships",MITRE-ATT&CK
T1136.003: Cloud Account,https://attack.mitre.org/techniques/T1136/003,,"Cloud Account. process writes a cloud account, process writes credential file, process writes the system, process executes the system, process reads , process executes , process writes accounts, process writes an account, process writes such accounts, process writes the local system, process writes cloud environments",MITRE-ATT&CK
T1069.001: Local Groups,https://attack.mitre.org/techniques/T1069/001,,"Local Groups. process reads , process executes , process reads group and permission settings, process reads permissions, process executes permissions, process reads group permission settings, process reads many different ways, process writes",MITRE-ATT&CK
T1593: Search Open Websites/Domains,https://attack.mitre.org/techniques/T1593,,Search Open Websites/Domains. process writes operational resources,MITRE-ATT&CK
T1562.013: Disable or Modify Network Device Firewall,https://attack.mitre.org/techniques/T1562/013,,"Disable or Modify Network Device Firewall. process writes network data, process writes particular rules, process reads a vulnerability, process executes a vulnerability, process writes components of a victim environment, process writes order to hinder or disable defensive mechanisms, process writes, process writes process memory",MITRE-ATT&CK
T1098: Account Manipulation,https://attack.mitre.org/techniques/T1098,,"Account Manipulation. process reads access to victim systems, process executes access to victim systems, process writes adversary access, process reads , process writes , process executes , process writes accounts",MITRE-ATT&CK
T1048: Exfiltration Over Alternative Protocol,https://attack.mitre.org/techniques/T1048,,"Exfiltration Over Alternative Protocol. process reads file, process sends file, process reads it, process sends it, process reads different a protocol, process sends different a protocol, process reads these alternate channels, process writes these alternate channels, process reads a system, process sends a system",MITRE-ATT&CK
T1547.006: Kernel Modules and Extensions,https://attack.mitre.org/techniques/T1547/006,,"Kernel Modules and Extensions. process writes the kernel, process reads, process writes, process executes, process executes these, process reads privileges, process executes privileges",MITRE-ATT&CK
T1678: Delay Execution,https://attack.mitre.org/techniques/T1678,,"Delay Execution. process reads system clocks , delays ,, process executes system clocks , delays ,",MITRE-ATT&CK
T1056.002: GUI Input Capture,https://attack.mitre.org/techniques/T1056/002,,"GUI Input Capture. process reads credential file, process reads various languages such as applescript and powershell, process reads user input, process reads information",MITRE-ATT&CK
T1588.002: Tool,https://attack.mitre.org/techniques/T1588/002,,"Tool. process executes testing, process reads addition to freely downloading or purchasing software, process sends addition to freely downloading or purchasing software, process reads software and/or software licenses, process sends software and/or software licenses, process reads party entities, process sends party entities, process reads capabilities that can be used during targeting, process sends capabilities that can be used during targeting, process reads them, process sends them, process reads addition to purchasing capabilities, process sends addition to purchasing capabilities, process reads capabilities, process sends capabilities, process reads software licenses, process sends software licenses",MITRE-ATT&CK
T1052.001: Exfiltration over USB,https://attack.mitre.org/techniques/T1052/001,,"Exfiltration over USB. process reads file, process sends file, process reads physical a medium, process sends physical a medium",MITRE-ATT&CK
T1574.013: KernelCallbackTable,https://attack.mitre.org/techniques/T1574/013,,"KernelCallbackTable. process executes process memory, process reads its execution flow, process writes its execution flow, process reads executable, process writes executable, process reads execution the flow, process writes execution the flow, process writes callback functions, process reads , process writes , process reads execution flow, process writes execution flow, process reads the way operating systems run programs, process writes the way operating systems run programs, process reads privileges, process executes privileges, process reads the flow, process writes the flow",MITRE-ATT&CK
T1597: Search Closed Sources,https://attack.mitre.org/techniques/T1597,,Search Closed Sources. process writes operational resources,MITRE-ATT&CK
T1053.006: Systemd Timers,https://attack.mitre.org/techniques/T1053/006,,"Systemd Timers. process executes systemd timers, process executes scheduling task functionality, process executes, process executes task scheduling",MITRE-ATT&CK
T1566: Phishing,https://attack.mitre.org/techniques/T1566,,"Phishing. process writes social engineering, process sends social engineering, process reads , process writes , process executes ",MITRE-ATT&CK
T1542.004: ROMMONkit,https://attack.mitre.org/techniques/T1542/004,,"ROMMONkit. process executes the rom monitor ( rommon ), process executes pre - os boot mechanisms, process executes a way to establish persistence on a system, process writes persistence, process writes a system, process writes systems, process writes a layer below the operating system",MITRE-ATT&CK
T1218.001: Compiled HTML File,https://attack.mitre.org/techniques/T1218/001,,"Compiled HTML File. process executes file, process writes a victim, process sends a victim, process executes linux systems adversaries, process executes trusted binaries",MITRE-ATT&CK
T1496.001: Compute Hijacking,https://attack.mitre.org/techniques/T1496/001,,"Compute Hijacking. process executes the compute resources of co - opted systems, process reads , process writes , process executes , process reads multiple containers, process writes multiple containers, process executes multiple containers, process reads an environment or cluster, process writes an environment or cluster, process executes an environment or cluster, process executes the resources, process executes some cases, process executes multiple types of resource hijacking",MITRE-ATT&CK
T1070.005: Network Share Connection Removal,https://attack.mitre.org/techniques/T1070/005,,"Network Share Connection Removal. process deletes , process writes artifacts generated within systems, process writes , process reads the integrity of security solutions, process writes the integrity of security solutions, process executes the integrity of security solutions",MITRE-ATT&CK
T1090.003: Multi-hop Proxy,https://attack.mitre.org/techniques/T1090/003,,"Multi-hop Proxy. process reads network data, process writes network data, process reads a  population, process writes a  population, process reads , process writes , process executes , process reads their operations, process writes their operations, process executes multiple  devices, process writes proxy hop - multi a chain, process executes patch system image, process executes routers, process executes oriented infrastructure",MITRE-ATT&CK
T1110: Brute Force,https://attack.mitre.org/techniques/T1110,,"Brute Force. process executes knowledge, process reads , process writes , process executes ",MITRE-ATT&CK
T1059.004: Unix Shell,https://attack.mitre.org/techniques/T1059/004,,"Unix Shell. process executes unix shell commands and scripts, process executes execution, process executes unix shells, process executes shell scripts, process writes , process sends , process executes stripped - down unix shells, process executes busybox, process executes command and script interpreters, process executes log file, process executes various ways, process executes a means of executing  commands, process writes victims, process sends victims, process writes file, process sends file",MITRE-ATT&CK
T1137.003: Outlook Forms,https://attack.mitre.org/techniques/T1137/003,,"Outlook Forms. process executes microsoft outlook forms, process reads , process writes , process executes , process executes based microsoft applications, process reads outlook",MITRE-ATT&CK
T1219.003: Remote Access Hardware,https://attack.mitre.org/techniques/T1219/003,,"Remote Access Hardware. process writes interactive an channel, process writes an interactive remote session with the target system, process reads , process writes , process executes , process writes network connection, process writes network data, process writes a session between two trusted hosts, process writes a graphical interface, process writes line a interaction, process executes response features, process writes an interactive remote desktop session, process writes the target system, process writes reverse a connection, process writes service configuration",MITRE-ATT&CK
T1562.001: Disable or Modify Tools,https://attack.mitre.org/techniques/T1562/001,,"Disable or Modify Tools. process writes , process writes security tools, process writes authentication key file, process deletes , process sends , process receives , process writes updates, process executes process memory, process writes artifacts deployed and utilized by security tools, process executes , process writes process memory, process writes these features, process executes example, process writes example, process writes firmware verification that typically occurs at boot, process executes tools such as  rootkit removal kits, process writes these tools, process reads drivers from anti - virus software, process executes drivers from anti - virus software, process writes components of a victim environment, process writes order to hinder or disable defensive mechanisms",MITRE-ATT&CK
T1565: Data Manipulation,https://attack.mitre.org/techniques/T1565,,"Data Manipulation. Adversaries may insert, delete, or manipulate data in order to influence external outcomes or hide activity, thus threatening the integrity of the data.(Citation: Sygnia Elephant Beetle Jan 2022) By manipulating data, adversaries may attempt to affect a business process, organizational understanding, or decision making.

The type of modification and the impact it will have depends on the target application and process as well as the goals and objectives of the adversary. For complex systems, an ",MITRE-ATT&CK
T1559: Inter-Process Communication,https://attack.mitre.org/techniques/T1559,,"Inter-Process Communication. process executes mechanisms, process executes ipc, process executes underlying ipc mechanisms",MITRE-ATT&CK
T1001: Data Obfuscation,https://attack.mitre.org/techniques/T1001,,"Data Obfuscation. process reads network data, process writes network data, process reads , process writes , process reads protocols, process executes protocols",MITRE-ATT&CK
T1039: Data from Network Shared Drive,https://attack.mitre.org/techniques/T1039,,"Data from Network Shared Drive. process reads , process writes , process executes , process reads remote systems, process reads network data",MITRE-ATT&CK
T1584.006: Web Services,https://attack.mitre.org/techniques/T1584/006,,"Web Services. process reads access, process writes access, process executes access, process executes later stages, process reads users, process sends users, process executes service configuration, process reads , process writes , process executes , process executes the trust associated with  domains, process reads party infrastructure, process writes party infrastructure, process executes party infrastructure, process reads buying, leasing, or renting infrastructure, process writes buying, process executes buying, process reads infrastructure, process writes infrastructure, process executes infrastructure, process reads numerous machines, process writes numerous machines, process executes numerous machines, process executes example, process executes infrastructure (, process executes certificate file, process writes information gathering, process reads infrastructure residing in close proximity to a target, process writes infrastructure residing in close proximity to a target, process executes infrastructure residing in close proximity to a target, process reads order, process writes order, process executes order, process reads the infrastructure of other adversaries, process writes the infrastructure of other adversaries, process executes the infrastructure of other adversaries",MITRE-ATT&CK
T1601: Modify System Image,https://attack.mitre.org/techniques/T1601,,Modify System Image. process writes it,MITRE-ATT&CK
T1574: Hijack Execution Flow,https://attack.mitre.org/techniques/T1574,,"Hijack Execution Flow. process reads the way operating systems run programs, process writes the way operating systems run programs, process reads privileges, process executes privileges, process reads the flow, process writes the flow, process reads ",MITRE-ATT&CK
T1036.012: Browser Fingerprint,https://attack.mitre.org/techniques/T1036/012,,"Browser Fingerprint. process writes , process renames , process executes the sake of evading defenses and observation",MITRE-ATT&CK
T1059.011: Lua,https://attack.mitre.org/techniques/T1059/011,,"Lua. process executes lua commands and scripts, process executes execution, process executes command and script interpreters, process executes log file, process executes various ways, process executes a means of executing  commands, process writes victims, process sends victims, process writes file, process sends file",MITRE-ATT&CK
T1027.005: Indicator Removal from Tools,https://attack.mitre.org/techniques/T1027/005,,"Indicator Removal from Tools. process writes the tool, process writes file, process reads, process reads its contents, process writes its contents, process reads the system, process writes the system, process reads order to avoid detection, process writes order to avoid detection, process writes, process executes command obfuscation",MITRE-ATT&CK
T1204.003: Malicious Image,https://attack.mitre.org/techniques/T1204/003,,"Malicious Image. process writes an instance, process executes an instance, process reads web session cookies, process sends web session cookies, process writes, process sends",MITRE-ATT&CK
